words,labels,entities,term_list
"['In', 'fact', ',', 'I', 'recently', 'went', 'to', 'a', 'CDI-W', ',', 'where', 'the', 'music', 'just', 'stopped', 'in', 'the', 'middle', 'of', 'someone', ""'s"", 'ride', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 21, 21), ('Term', 8, 8)}","['ride', 'CDI-W']"
"['That', 'poor', 'rider', 'spent', 'a', 'lot', 'of', 'time', 'to', 'get', 'that', 'far', ',', 'and', 'this', 'problem', 'certainly', 'was', 'unexpected', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2)}",['rider']
"['If', 'this', 'technical', 'glitch', 'happens', 'to', 'you', ',', 'Article', '1928', ',', '6.4', 'of', 'the', 'American', 'Horse', 'Shows', 'Association', '(', 'AHSA', ')', 'Rule', 'Book', 'says', ',', 'In', 'case', 'of', 'technical', 'failure', 'of', 'the', 'playing', 'of', 'the', 'music', ',', 'the', 'competitor', 'has', 'the', 'option', 'to', 'continue', 'the', 'ride', 'without', 'penalty', 'or', 'to', 'stop', 'and', 'ride', 'the', 'test', 'again', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O']","{('Term', 14, 17), ('Term', 54, 54), ('Term', 19, 19), ('Term', 45, 45), ('Term', 52, 52)}","['American Horse Shows Association', 'test', 'AHSA', 'ride', 'ride']"
"['Teaching', 'Travers', 'with', 'Belinda', 'Nairn-Wertman']","['O', 'B-Term', 'O', 'B-Term', 'I-Term']","{('Term', 3, 4), ('Term', 1, 1)}","['Belinda Nairn-Wertman', 'Travers']"
"['This', 'Olympian', 'shows', 'how', 'to', 'develop', 'your', 'horse', ""'s"", 'suppleness', ',', 'collection', 'and', 'strength', 'with', 'haunches-in', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 9, 9), ('Term', 7, 7), ('Term', 15, 15)}","['collection', 'suppleness', 'horse', 'haunches-in']"
"['Travers', 'is', 'a', 'fancy', 'name', 'for', 'a', 'very', 'down-to-earth', 'movement', ',', 'haunches-in', ',', 'which', 'is', 'just', 'that', ':', 'As', 'the', 'horse', 'travels', 'in', 'a', 'straight', 'line', 'with', 'his', 'front', 'legs', ',', 'he', 'bends', 'his', 'body', 'to', 'the', 'inside', ',', 'bringing', 'his', 'haunches', 'in', 'off', 'the', 'track', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 9, 9), ('Term', 37, 37), ('Term', 41, 41), ('Term', 45, 45), ('Term', 0, 0), ('Term', 28, 29), ('Term', 32, 32), ('Term', 20, 20)}","['haunches-in', 'movement', 'inside', 'haunches', 'track', 'Travers', 'front legs', 'bends', 'horse']"
"['Viewed', 'from', 'in', 'front', 'or', 'behind', ',', 'he', 'travels', 'on', 'three', 'or', 'four', 'separate', 'tracks', ',', 'with', 'his', 'hind', 'legs', 'moving', 'forward', 'and', 'sideways', 'in', 'a', 'crossover', 'fashion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 26, 26), ('Term', 21, 21), ('Term', 23, 23), ('Term', 14, 14), ('Term', 18, 19)}","['crossover', 'forward', 'sideways', 'tracks', 'hind legs']"
"['The', 'outside', 'hind', 'leg', ',', 'which', 'appears', 'to', 'cross', 'in', 'front', 'of', 'the', 'inside', 'hind', 'leg', ',', 'provides', 'much', 'of', 'the', 'driving', 'power', 'for', 'the', 'movement', 'and', 'takes', 'on', 'more', 'of', 'the', 'horse', ""'s"", 'weight', 'by', 'stepping', 'increasingly', 'sideways', 'and', 'under', 'his', 'body', '.']","['O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 36, 36), ('Term', 38, 38), ('Term', 25, 25), ('Term', 1, 3), ('Term', 21, 22), ('Term', 13, 15), ('Term', 32, 32)}","['stepping', 'sideways', 'movement', 'outside hind leg', 'driving power', 'inside hind leg', 'horse']"
"['Introduced', 'at', 'Second', 'Level', ',', 'the', 'travers', 'is', 'a', 'good', 'exercise', 'for', 'developing', 'suppleness', 'and', 'collection', ',', 'for', 'correcting', 'straightness', 'problems', 'and', 'for', 'tuning', 'the', 'horse', 'to', 'the', 'rider', ""'s"", 'aids', '.']","['O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 6, 6), ('Term', 13, 13), ('Term', 15, 15), ('Term', 19, 19), ('Term', 25, 25), ('Term', 30, 30), ('Term', 2, 3), ('Term', 28, 28)}","['exercise', 'travers', 'suppleness', 'collection', 'straightness', 'horse', 'aids', 'Second Level', 'rider']"
"['Because', 'it', 'requires', 'the', 'horse', 'to', 'bend', 'in', 'his', 'body', 'and', 'work', 'much', 'harder', 'with', 'his', 'outside', 'hind', 'leg', ',', 'this', 'exercise', 'will', 'strengthen', 'his', 'topline', ',', 'back', 'and', 'hindquarters', 'and', 'encourage', 'him', 'to', 'shift', 'his', 'weight', 'backward', ',', 'thus', 'achieving', 'more', 'collection', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 42, 42), ('Term', 6, 6), ('Term', 25, 25), ('Term', 16, 18), ('Term', 21, 21), ('Term', 27, 27), ('Term', 29, 29), ('Term', 4, 4)}","['collection', 'bend', 'topline', 'outside hind leg', 'exercise', 'back', 'hindquarters', 'horse']"
"['The', 'travers', 'also', 'teaches', 'the', 'horse', 'and', 'rider', 'two', 'new', 'concepts', 'that', 'will', 'be', 'invaluable', 'in', 'their', 'later', 'work', ',', 'particularly', 'in', 'canter', 'pirouettes', 'and', 'the', 'half', 'pass', '.']","['O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 22, 23), ('Term', 1, 1), ('Term', 7, 7), ('Term', 5, 5), ('Term', 26, 27)}","['canter pirouettes', 'travers', 'rider', 'horse', 'half pass']"
"['The', 'first', 'is', 'that', ',', 'unlike', 'in', 'the', 'leg', 'yield', 'where', 'the', 'horse', 'is', 'bent', 'slightly', 'away', 'from', 'the', 'direction', 'he', ""'s"", 'traveling', ',', 'in', 'haunches-in', ',', 'he', 'bends', 'toward', 'the', 'direction', 'he', ""'s"", 'traveling', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 25, 25), ('Term', 8, 9), ('Term', 14, 14), ('Term', 12, 12), ('Term', 28, 28)}","['haunches-in', 'leg yield', 'bent', 'horse', 'bends']"
"['For', 'instance', ',', 'if', 'he', ""'s"", 'doing', 'haunches-in', 'to', 'the', 'left', ',', 'with', 'his', 'haunches', 'coming', 'off', 'the', 'track', 'to', 'the', 'left', ',', 'his', 'body', 'bends', 'to', 'the', 'left', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 18, 18), ('Term', 14, 14), ('Term', 25, 25), ('Term', 7, 7)}","['track', 'haunches', 'bends', 'haunches-in']"
"['This', 'also', 'is', 'the', 'first', 'time', 'the', 'rider', 'uses', 'her', 'outside', 'leg', 'as', 'an', 'active', 'aid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 10, 11), ('Term', 7, 7), ('Term', 14, 15)}","['outside leg', 'rider', 'active aid']"
"['Rather', 'than', 'supporting', 'the', 'bend', 'in', 'a', 'passive', 'way', ',', 'the', 'outside', 'leg', 'initiates', 'the', 'haunches-in', 'movement', ',', 'actively', 'cueing', 'the', 'horse', 'to', 'move', 'his', 'hindquarters', 'to', 'the', 'inside', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 16, 16), ('Term', 28, 28), ('Term', 15, 15), ('Term', 21, 21), ('Term', 25, 25), ('Term', 11, 12), ('Term', 4, 4)}","['actively', 'movement', 'inside', 'haunches-in', 'horse', 'hindquarters', 'outside leg', 'bend']"
"['Basic', 'Skills', 'Needed']","['O', 'O', 'O']",set(),[]
"['Before', 'attempting', 'the', 'travers', ',', 'you', 'and', 'your', 'horse', 'need', 'to', 'have', 'acquired', 'certain', 'basic', 'skills', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 8, 8)}","['travers', 'horse']"
"['He', 'needs', 'to', 'be', 'through', ':', 'moving', 'forward', ',', 'round', 'and', 'accepting', 'your', 'aids', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 9, 9), ('Term', 7, 7), ('Term', 4, 4), ('Term', 13, 13)}","['round', 'forward', 'through', 'aids']"
"['He', 'must', 'be', 'competent', 'in', 'the', 'leg', 'yield', 'and', 'shoulder-in', 'and', 'demonstrate', 'some', 'respect', 'for', 'your', 'outside', 'aids', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 6, 7), ('Term', 9, 9), ('Term', 16, 17)}","['leg yield', 'shoulder-in', 'outside aids']"
"['To', 'test', 'this', ',', 'trot', 'a', 'circle', 'and', 'ask', 'him', 'to', 'leg', 'yield', 'toward', 'the', 'inside', 'of', 'the', 'circle', ',', 'moving', 'off', 'your', 'outside', 'leg', 'and', 'hand', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'B-Term', 'O']","{('Term', 18, 18), ('Term', 23, 24), ('Term', 26, 26), ('Term', 6, 6), ('Term', 15, 15), ('Term', 11, 12), ('Term', 4, 4)}","['circle', 'outside leg', 'hand', 'circle', 'inside', 'leg yield', 'trot']"
"['You', ',', 'too', ',', 'need', 'to', 'be', 'clear', 'on', 'the', 'concept', 'of', 'riding', 'forward', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O']","{('Term', 13, 13), ('Term', 12, 12)}","['forward', 'riding']"
"['Impulsion', 'is', 'a', 'key', 'aspect', 'in', 'performing', 'a', 'good', 'travers', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 9, 9), ('Term', 0, 0)}","['travers', 'Impulsion']"
"['You', 'also', 'need', 'to', 'have', 'achieved', 'enough', 'independence', 'in', 'your', 'leg', ',', 'seat', 'and', 'hands', 'that', 'you', 'can', 'use', 'each', 'aid', 'individually', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 10, 10), ('Term', 20, 20), ('Term', 12, 12), ('Term', 14, 14)}","['leg', 'aid', 'seat', 'hands']"
"['In', 'other', 'words', ',', 'you', 'do', ""n't"", 'want', 'to', 'accidentally', 'use', 'conflicting', 'aids', 'at', 'the', 'same', 'time', 'and', 'risk', 'confusing', 'your', 'horse', 'or', 'throwing', 'him', 'off', 'balance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 21, 21), ('Term', 12, 12)}","['balance', 'horse', 'aids']"
"['Your', 'own', 'balance', 'in', 'the', 'saddle', 'is', 'extremely', 'important', 'in', 'travers', '.']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 2, 2), ('Term', 5, 5)}","['travers', 'balance', 'saddle']"
"['If', 'you', 'have', 'trouble', 'staying', 'with', 'him', ',', 'it', ""'s"", 'easy', 'to', 'interfere', 'with', 'his', 'ability', 'to', 'perform', 'the', 'exercise', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 19, 19)}",['exercise']
"['It', ""'s"", 'also', 'helpful', 'to', 'have', 'some', 'knowledge', 'and', 'feel', 'for', 'the', 'timing', 'of', 'the', 'horse', ""'s"", 'foot-falls', 'so', 'that', 'you', 'can', 'time', 'your', 'own', 'aids', 'more', 'effectively', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 17, 17), ('Term', 15, 15), ('Term', 25, 25)}","['foot-falls', 'horse', 'aids']"
"['Getting', 'Started']","['O', 'O']",set(),[]
"['For', 'young', 'and', '/', 'or', 'inexperienced', 'horses', ',', 'travers', 'is', 'most', 'difficult', 'to', 'learn', 'at', 'the', 'walk', ',', 'because', 'it', ""'s"", 'so', 'easy', 'to', 'lose', 'impulsion', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 25, 25), ('Term', 8, 8), ('Term', 16, 16)}","['horses', 'impulsion', 'travers', 'walk']"
"['I', 'prefer', 'to', 'teach', 'it', 'at', 'the', 'trot', 'or', ',', 'because', 'it', ""'s"", 'sometimes', 'even', 'easier', 'for', 'horses', 'to', 'learn', 'it', 'in', 'the', 'canter', ',', 'I', 'occasionally', 'start', 'with', 'that', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 17, 17), ('Term', 7, 7), ('Term', 23, 23)}","['horses', 'trot', 'canter']"
