words,labels,entities,term_list
"['Corruption', 'is', 'morally', 'reprehensible', 'and', 'undermines', 'trust', 'in', 'society', 'and', 'in', 'democracy', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 0, 0), ('Term', 8, 8)}","['Corruption', 'society']"
"['The', 'business', 'community', 'sees', 'it', 'as', 'the', 'main', 'obstacle', 'to', 'investment', 'in', 'certain', 'countries', '.']","['O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 1, 2)}","['investment', 'business community']"
"['In', 'the', 'longer', 'term', ',', 'corruption', 'adds', 'to', 'costs', ',', 'both', 'to', 'the', 'community', 'and', 'for', 'companies', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 8, 8), ('Term', 16, 16)}","['corruption', 'costs', 'companies']"
"['Often', 'it', 'is', 'accompanied', 'by', 'a', 'deterioration', 'of', 'quality', 'and', 'safety', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['For', 'a', 'natural', 'or', 'a', 'legal', 'person', ',', 'corruption', 'means', 'the', 'soliciting', ',', 'acceptance', 'or', 'receipt', 'of', 'any', 'form', 'of', 'advantage', ',', 'in', 'an', 'official', 'context', ',', 'to', 'gain', 'acceptance', 'for', 'a', 'given', 'practice', 'or', 'behaviour', '.']","['O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 2, 2), ('Term', 20, 20), ('Term', 8, 8), ('Term', 5, 6)}","['natural', 'advantage', 'corruption', 'legal person']"
"['It', 'is', 'also', 'the', 'offering', 'or', 'granting', 'of', 'such', 'advantage', 'to', 'induce', 'a', 'person', 'to', 'accept', 'such', 'behaviour', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 9, 9)}",['advantage']
"['The', 'law', 'applies', 'to', 'Belgian', 'individuals', 'and', 'companies', 'active', 'both', 'in', 'Belgium', 'and', 'abroad', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 7, 7)}","['law', 'companies']"
"['Belgium', 'also', 'makes', 'no', 'distinction', 'between', 'national', ',', 'international', 'and', 'foreign', 'office-holders', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 11, 11)}",['office-holders']
"['It', 'makes', 'no', 'difference', 'whether', 'the', 'bribery', 'takes', 'place', 'directly', 'or', 'through', 'intermediaries', ';', 'nor', 'whether', 'the', 'advantage', 'is', 'intended', 'for', 'oneself', 'or', 'for', 'a', 'third', 'party', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 6, 6), ('Term', 17, 17), ('Term', 12, 12), ('Term', 25, 26)}","['bribery', 'advantage', 'intermediaries', 'third party']"
"['It', 'is', 'also', 'irrelevant', 'whether', 'it', 'happens', 'in', 'the', 'public', 'or', 'the', 'private', 'sector', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 9, 9), ('Term', 12, 13)}","['public', 'private sector']"
"['Both', 'the', 'person', 'offering', 'such', 'advantages', 'and', 'the', 'recipient', 'can', 'be', 'convicted', 'of', 'corruption', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 11, 11), ('Term', 5, 5), ('Term', 13, 13)}","['convicted', 'advantages', 'corruption']"
"['Therefore', 'Belgian', 'law', 'covers', 'both', 'private', 'and', 'public', 'bribery', 'and', 'both', 'active', 'and', 'passive', 'bribery', '.']","['O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 2, 2), ('Term', 7, 8), ('Term', 11, 11), ('Term', 5, 5), ('Term', 13, 14)}","['law', 'public bribery', 'active', 'private', 'passive bribery']"
"['In', 'other', 'words', ',', 'corruption', 'may', 'occur', 'at', 'various', 'levels', 'and', 'in', 'various', 'forms', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 4, 4)}",['corruption']
"['All', 'these', 'forms', 'of', 'corruption', 'are', 'criminal', 'offences', 'in', 'Belgium', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O']","{('Term', 6, 7), ('Term', 4, 4)}","['criminal offences', 'corruption']"
"['In', 'fact', 'an', 'incidental', 'condition', 'applies', 'to', 'private', 'corruption', ':', 'it', 'must', 'have', 'taken', 'place', 'without', 'prior', 'knowledge', 'and', 'without', 'the', 'authorisation', 'of', ',', 'depending', 'on', 'the', 'case', ',', 'the', 'board', 'of', 'directors', 'or', 'the', 'general', 'assembly', ',', 'the', 'principal', 'or', 'the', 'employer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 7, 8), ('Term', 30, 32), ('Term', 39, 39), ('Term', 35, 36)}","['private corruption', 'board of directors', 'principal', 'general assembly']"
"['The', 'Belgian', 'Criminal', 'Code', 'contains', 'two', 'chapters', 'of', 'importance', 'in', 'combating', 'corruption', '.']","['O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 10, 11), ('Term', 1, 3)}","['combating corruption', 'Belgian Criminal Code']"
"['They', 'are', 'Criminal', 'Code', 'Articles', '246', 'ff.', ',', 'which', 'concern', 'public', 'bribery', ',', 'and', '504bis', 'and', 'ter', 'on', 'private', 'bribery', '.']","['O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 2, 3), ('Term', 18, 19), ('Term', 10, 11)}","['Criminal Code', 'private bribery', 'public bribery']"
"['Penalties', 'range', 'from', 'six', 'months', 'to', 'three', 'years', 'imprisonment', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 0, 0), ('Term', 8, 8)}","['Penalties', 'imprisonment']"
"['If', 'there', 'are', 'aggravating', 'circumstances', ',', 'the', 'custodial', 'sentence', 'may', 'be', 'up', 'to', '10', 'years', '.']","['O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 4), ('Term', 7, 8)}","['aggravating circumstances', 'custodial sentence']"
"['Fines', 'imposed', 'may', 'amount', 'to', 'up', 'to', '100', '000', 'euros', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 0, 0)}",['Fines']
"['Criminal', 'proceedings', 'not', 'only', 'attract', 'negative', 'publicity', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 0, 1)}",['Criminal proceedings']
"['A', 'legal', 'person', 'may', 'also', 'be', 'struck', 'off', 'the', 'list', 'of', 'contractors', 'eligible', 'for', 'government', 'contracts', '.']","['O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 14, 15), ('Term', 11, 11), ('Term', 1, 2)}","['government contracts', 'contractors', 'legal person']"
"['In', 'Belgium', ',', 'anyway', ',', 'companies', 'are', 'debarred', 'from', 'awards', 'of', 'public', 'contracts', 'if', 'they', 'have', 'been', 'convicted', 'of', 'criminal', 'conspiracy', ',', 'bribery', ',', 'fraud', ',', 'money', 'laundering', 'or', 'any', 'other', 'misdemeanour', 'which', ',', 'by', 'nature', ',', 'represents', 'a', 'violation', 'of', 'professional', 'ethics', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 22, 22), ('Term', 5, 5), ('Term', 17, 17), ('Term', 26, 27), ('Term', 31, 31), ('Term', 41, 42), ('Term', 11, 12), ('Term', 19, 20), ('Term', 24, 24)}","['bribery', 'companies', 'convicted', 'money laundering', 'misdemeanour', 'professional ethics', 'public contracts', 'criminal conspiracy', 'fraud']"
"['Other', 'actions', 'are', 'also', 'punishable', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 4, 4)}",['punishable']
"['Thus', 'Article', '314', 'of', 'the', 'Criminal', 'Code', 'punishes', 'restriction', 'of', 'the', 'freedom', 'of', 'bidding', 'or', 'of', 'registration', 'for', 'transfers', 'of', 'ownership', ',', 'usufruct', 'or', 'leasing', 'of', 'movable', 'or', 'immovable', 'property', 'of', 'a', 'company', ',', 'of', 'a', 'supply', 'etc.', 'with', '15', 'days', 'to', 'six', 'months', 'imprisonment', 'and', 'a', 'fine', 'of', '100', 'to', '3000', 'euros', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'B-Term', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 13), ('Term', 16, 20), ('Term', 26, 26), ('Term', 22, 22), ('Term', 7, 7), ('Term', 47, 47), ('Term', 5, 6), ('Term', 28, 29), ('Term', 44, 44), ('Term', 32, 32)}","['freedom of bidding', 'registration for transfers of ownership', 'movable', 'usufruct', 'punishes', 'fine', 'Criminal Code', 'immovable property', 'imprisonment', 'company']"
"['The', 'tax', 'legislation', 'also', 'specifies', 'that', 'each', 'count', 'of', 'corruption', ',', 'liable', 'to', 'prosecution', 'under', 'the', 'Criminal', 'Code', ',', 'both', 'for', 'a', 'natural', 'and', 'for', 'a', 'legal', 'person', ',', 'can', 'not', 'be', 'deducted', 'from', 'the', 'basis', 'of', 'tax', 'assessment', '.']","['O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'I-Term', 'O']","{('Term', 35, 38), ('Term', 7, 9), ('Term', 22, 22), ('Term', 13, 13), ('Term', 11, 11), ('Term', 1, 2), ('Term', 16, 17), ('Term', 26, 27), ('Term', 32, 32)}","['basis of tax assessment', 'count of corruption', 'natural', 'prosecution', 'liable', 'tax legislation', 'Criminal Code', 'legal person', 'deducted']"
"['Ex', 'officio', ',', 'a', 'separate', 'amount', 'of', '309', '%', 'of', 'the', 'value', 'of', 'the', 'count', 'of', 'corruption', 'is', 'levied', 'on', 'the', 'corporate', 'taxpayer', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 18, 18), ('Term', 14, 16), ('Term', 21, 22), ('Term', 0, 1)}","['levied', 'count of corruption', 'corporate taxpayer', 'Ex officio']"
"['Plus', 'the', 'statutory', ""'"", 'additional', 'tenths', ""'"", '.']","['O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O']","{('Term', 2, 2), ('Term', 4, 5)}","['statutory', 'additional tenths']"
"['The', 'fine', 'can', 'either', 'be', 'imposed', 'cumulatively', 'with', 'the', 'penalty', 'of', 'imprisonment', ',', 'or', 'separately', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 9, 11)}","['fine', 'penalty of imprisonment']"
"['Article', '8', 'of', 'the', 'Law', 'of', '10', 'February', '1999', 'concerning', 'Penalties', 'for', 'Corruption', ',', 'Moniteur', 'Belge', ',', '23', 'March', '1999', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 12, 12), ('Term', 4, 4)}","['Penalties', 'Corruption', 'Law']"
"['Article', '11', 'of', 'the', 'Royal', 'Decree', 'of', '23', 'November', '2007', 'in', 'amendment', 'of', 'the', 'Law', 'of', '24', 'December', '1993', 'on', 'Government', 'Contracts', 'and', 'Certain', 'Contracting', 'of', 'Works', ',', 'Supplies', 'and', 'Services', 'and', 'Certain', 'Royal', 'Decrees', 'Implementing', 'this', 'Law', ',', 'Moniteur', 'Belge', ',', '7', 'December', '2007', '.']","['O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 37, 37), ('Term', 33, 34), ('Term', 4, 5), ('Term', 20, 21), ('Term', 14, 14), ('Term', 24, 24)}","['Law', 'Royal Decrees', 'Royal Decree', 'Government Contracts', 'Law', 'Contracting']"
"['Plus', 'statutory', ""'"", 'additional', 'tenths', ""'"", '.']","['O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O']","{('Term', 3, 4), ('Term', 1, 1)}","['additional tenths', 'statutory']"
"['Article', '219', 'of', 'the', '1992', 'Income', 'Tax', 'Law', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O']","{('Term', 5, 7)}",['Income Tax Law']
"['What', 'can', 'companies', 'do', '?']","['O', 'O', 'B-Term', 'O', 'O']","{('Term', 2, 2)}",['companies']
"['Corruption', 'is', 'one', 'of', 'the', 'main', 'barriers', 'to', 'companies', 'operating', 'on', 'foreign', 'markets', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 12, 12), ('Term', 0, 0), ('Term', 8, 8)}","['markets', 'Corruption', 'companies']"
"['Depending', 'on', 'the', 'sector', 'and', 'the', 'country', ',', 'there', 'is', 'a', 'chance', 'of', 'coming', 'into', 'contact', 'with', 'corrupt', 'behaviour', 'sooner', 'or', 'later', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O']","{('Term', 17, 18)}",['corrupt behaviour']
"['It', 'is', 'therefore', 'as', 'well', 'to', 'be', 'properly', 'prepared', 'for', 'it', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['This', 'brochure', 'offers', 'a', 'number', 'of', 'tips', 'on', 'how', 'to', 'avoid', 'and', 'counter', 'corrupt', 'practices', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 13, 14)}",['corrupt practices']
"['Codes', 'of', 'conduct', 'forbid', 'corruption', ',', 'irrespective', 'of', 'its', 'intended', 'purpose', '.']","['B-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 0, 2), ('Term', 4, 4)}","['Codes of conduct', 'corruption']"
"['Therefore', 'the', 'scope', 'of', 'this', 'prohibition', 'is', 'wider', 'than', 'winning', 'or', 'keeping', 'a', 'market', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 5, 5), ('Term', 13, 13)}","['prohibition', 'market']"
"['It', 'applies', 'not', 'only', 'to', 'commission', 'payments', 'to', 'officials', ',', 'but', 'also', 'to', 'failure', 'to', 'mention', 'such', 'payments', 'in', 'subcontracts', ',', 'consultancy', 'agreements', ',', 'contracts', 'of', ""'"", 'technical', 'assistance', ""'"", 'abroad', ',', 'etc.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 19, 19), ('Term', 17, 17), ('Term', 5, 5), ('Term', 8, 8), ('Term', 24, 24)}","['payments', 'subcontracts', 'payments', 'commission', 'officials', 'contracts']"
"['Payments', 'to', 'local', 'agents', 'must', 'be', 'limited', 'to', 'settlement', 'for', 'lawfully', 'provided', 'services', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O']","{('Term', 10, 12), ('Term', 0, 0)}","['lawfully provided services', 'Payments']"
"['The', 'auditing', 'of', 'corporate', 'financial', 'statements', 'must', 'avoid', 'non-transparent', 'or', 'off-books', 'accounting', '.']","['O', 'B-Term', 'O', 'B-Term', 'BN-Term', 'I-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 3, 3), ('Term', 1, 1), ('Term', 4, 5), ('Term', 10, 11), ('Term', 8, 8)}","['corporate', 'auditing', 'financial statements', 'off-books accounting', 'non-transparent']"
"['Compliance', 'with', 'the', 'rules', 'on', 'funding', 'of', 'political', 'parties', 'is', 'required', ',', 'and', 'companies', ""'"", 'managerial', 'or', 'controlling', 'organs', 'must', 'be', 'informed', 'of', 'accounting', 'irregularities', 'detected', '.']","['B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O']","{('Term', 7, 8), ('Term', 23, 24), ('Term', 13, 13), ('Term', 3, 3), ('Term', 5, 5), ('Term', 0, 0)}","['political parties', 'accounting irregularities', 'companies', 'rules', 'funding', 'Compliance']"
"['The', 'main', 'measures', 'constituting', 'good', 'management', 'can', 'be', 'set', 'forth', 'in', 'codes', 'of', 'conduct', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'O']","{('Term', 11, 13)}",['codes of conduct']
"['Nevertheless', ',', 'the', 'best', 'signal', 'to', 'a', 'company', ""'s"", 'staff', 'is', 'the', 'example', 'set', 'by', 'its', 'managers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 7)}",['company']
"['Besides', ',', 'sometimes', 'it', 'is', 'difficult', 'to', 'distinguish', 'between', 'corruption', 'and', 'normal', 'business', 'contacts', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 9, 9), ('Term', 12, 13)}","['corruption', 'business contacts']"
"['Grey', 'areas', 'do', 'exist', ',', 'in', 'which', 'special', 'attention', 'must', 'be', 'paid', 'to', 'resolving', 'awkward', 'situations', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 0, 1)}","['paid', 'Grey areas']"
"['Trading', 'with', 'Saddam', 'Hussein', ""'s"", 'Iraq', 'was', 'highly', 'profitable', ',', 'but', 'could', 'also', 'have', 'serious', 'consequences', ',', 'both', 'for', 'the', 'company', ""'s"", 'reputation', 'and', 'in', 'criminal', 'law', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 20, 20), ('Term', 0, 0), ('Term', 25, 26)}","['company', 'Trading', 'criminal law']"
