words,labels,entities,term_list
"['Hiertoe', 'stelde', 'de', 'Commissie', 'voor', 'dat', 'het', 'voorzitterschap', 'van', 'de', 'Raad', 'de', 'personen', 'zou', 'aanwijzen', 'die', 'gemachtigd', 'zouden', 'zijn', 'om', 'het', 'Verdrag', 'namens', 'de', 'Europese', 'Gemeenschap', 'te', 'ondertekenen', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 3, 3), ('Term', 24, 25)}","['Raad', 'Commissie', 'Europese Gemeenschap']"
"['De', 'Raad', 'nam', 'het', 'voorstel', 'van', 'de', 'Commissie', 'zonder', 'debat', 'aan', '.']","['O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 7, 7)}","['Raad', 'Commissie']"
"['Bestrijding', 'van', 'corruptie', ':', 'het', 'VN-Verdrag']","['B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'B-Term']","{('Term', 0, 2), ('Term', 5, 5)}","['Bestrijding van corruptie', 'VN-Verdrag']"
"['Het', 'Verdrag', 'heeft', 'tot', 'doel', 'om', ':', 'maatregelen', 'te', 'bevorderen', 'en', 'te', 'versterken', 'om', 'corruptie', 'efficiënter', 'en', 'doeltreffend', 'te', 'bestrijden', ';', 'internationale', 'samenwerking', 'en', 'technische', 'bijstand', 'te', 'bevorderen', ',', 'te', 'vergemakkelijken', 'en', 'te', 'ondersteunen', ';', 'integriteit', ',', 'verantwoordelijkheid', 'en', 'behoorlijk', 'beheer', 'van', 'openbare', 'aangelegenheden', 'en', 'openbare', 'eigendommen', 'te', 'bevorderen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 14, 14), ('Term', 42, 43), ('Term', 35, 35), ('Term', 45, 46)}","['corruptie', 'openbare aangelegenheden', 'integriteit', 'openbare eigendommen']"
"['Het', 'is', 'van', 'toepassing', 'op', 'het', 'voorkomen', ',', 'onderzoeken', 'en', 'vervolgen', 'van', 'corruptie', 'en', 'het', 'bevriezen', ',', 'in', 'beslag', 'nemen', ',', 'verbeurdverklaren', 'en', 'teruggeven', 'van', 'de', 'opbrengsten', 'van', 'inbreuken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 26, 26), ('Term', 28, 28), ('Term', 15, 15), ('Term', 21, 21), ('Term', 12, 12), ('Term', 17, 19)}","['vervolgen', 'opbrengsten', 'inbreuken', 'bevriezen', 'verbeurdverklaren', 'corruptie', 'in beslag nemen']"
"['Het', 'Verdrag', 'somt', 'de', 'maatregelen', 'om', 'corruptie', 'te', 'voorkomen', ',', 'in', 'detail', 'op', ',', 'inclusief', 'de', 'toepassing', 'van', 'preventieve', 'beleidsmaatregelen', 'en', 'praktijken', ',', 'de', 'oprichting', 'van', 'instanties', 'om', 'hiervoor', 'te', 'zorgen', ',', 'de', 'toepassing', 'van', 'gedragcodes', 'voor', 'ambtenaren', 'en', 'doelstellingscriteria', 'voor', 'de', 'aanwerving', 'en', 'bevordering', 'van', 'ambtenaren', 'en', 'overheidsopdrachten', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 19, 19), ('Term', 37, 37), ('Term', 35, 35), ('Term', 46, 46), ('Term', 48, 48)}","['corruptie', 'beleidsmaatregelen', 'ambtenaren', 'gedragcodes', 'ambtenaren', 'overheidsopdrachten']"
"['Het', 'beveelt', 'de', 'bevordering', 'van', 'transparantie', 'en', 'verantwoordelijkheid', 'bij', 'het', 'beheer', 'van', 'openbare', 'financiën', 'en', 'in', 'de', 'privésector', 'aan', ',', 'met', 'strengere', 'boekhoud-', 'en', 'auditstandaarden', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 22, 22), ('Term', 17, 17), ('Term', 5, 5), ('Term', 12, 13), ('Term', 24, 24)}","['boekhoud-', 'privésector', 'transparantie', 'openbare financiën', 'auditstandaarden']"
"['Verder', 'zijn', 'er', 'maatregelen', 'voorzien', 'om', 'het', 'witwassen', 'van', 'geld', 'te', 'voorkomen', ',', 'evenals', 'maatregelen', 'om', 'de', 'onafhankelijkheid', 'van', 'de', 'rechtspleging', 'te', 'verzekeren', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O']","{('Term', 17, 20), ('Term', 7, 9)}","['onafhankelijkheid van de rechtspleging', 'witwassen van geld']"
"['Publieke', 'rapportering', 'en', 'de', 'participatie', 'van', 'de', 'samenleving', 'worden', 'aangemoedigd', 'als', 'preventieve', 'maatregelen', '.']","['B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 7, 7), ('Term', 0, 1)}","['samenleving', 'Publieke rapportering']"
"['Wat', 'strafbaarstelling', ',', 'detectie', 'en', 'repressie', 'betreft', ',', 'raadt', 'het', 'Verdrag', 'de', 'verdragsluitende', 'staten', 'aan', 'om', 'de', 'nodige', 'wetgevings-', 'en', 'andere', 'maatregelen', 'aan', 'te', 'nemen', 'om', 'een', 'hele', 'reeks', 'strafbare', 'feiten', 'vast', 'te', 'leggen', '.']","['O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'O', 'O', 'O']","{('Term', 1, 1), ('Term', 29, 30), ('Term', 5, 5)}","['strafbaarstelling', 'strafbare feiten', 'repressie']"
"['Het', 'gaat', 'hierbij', 'om', ':', 'omkoping', 'van', 'nationale', 'of', 'buitenlandse', 'ambtenaren', 'of', 'functionarissen', 'van', 'internationale', 'organisaties', ';', 'verduistering', ',', 'wederrechtelijke', 'toe-eigening', 'of', 'andere', 'vormen', 'van', 'onttrekking', 'door', 'een', 'ambtenaar', 'van', 'eender', 'welke', 'openbare', 'of', 'privé-eigendom', ';', 'handel', 'in', 'invloed', ';', 'functiemisbruik', 'en', 'onwettige', 'verrijking', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'BN-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'O']","{('Term', 10, 10), ('Term', 34, 34), ('Term', 28, 28), ('Term', 17, 17), ('Term', 5, 5), ('Term', 25, 25), ('Term', 36, 38), ('Term', 40, 40), ('Term', 32, 32), ('Term', 19, 20), ('Term', 42, 43), ('Term', 12, 12)}","['ambtenaren', 'privé-eigendom', 'ambtenaar', 'verduistering', 'omkoping', 'onttrekking', 'handel in invloed', 'functiemisbruik', 'openbare', 'wederrechtelijke toe-eigening', 'onwettige verrijking', 'functionarissen']"
"['Het', 'Verdrag', 'beschouwt', 'het', 'aanbieden', 'of', 'aanvaarden', 'van', 'ongepaste', 'voordelen', 'voor', 'zichzelf', 'of', 'voor', 'een', 'andere', 'persoon', 'of', 'entiteit', 'in', 'elk', 'opzicht', 'als', 'corruptie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 23, 23), ('Term', 8, 9)}","['corruptie', 'ongepaste voordelen']"
"['Voor', 'de', 'privésector', 'roept', 'het', 'op', 'tot', 'het', 'introduceren', 'van', 'verduistering', 'en', 'corruptie', 'als', 'misdrijf', '.']","['O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 10, 10), ('Term', 2, 2), ('Term', 12, 12), ('Term', 14, 14)}","['verduistering', 'privésector', 'corruptie', 'misdrijf']"
"['Hetzelfde', 'geldt', 'voor', 'het', 'witwassen', 'van', 'de', 'opbrengsten', 'uit', 'misdaad', ',', 'het', 'handelen', 'in', 'gestolen', 'eigendommen', ',', 'het', 'belemmeren', 'van', 'de', 'rechtsgang', 'en', 'het', 'deelnemen', 'aan', 'en', 'het', 'ondernemen', 'van', 'pogingen', 'tot', 'verduistering', 'of', 'corruptie', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'I-Term', 'I-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 34, 34), ('Term', 18, 21), ('Term', 9, 9), ('Term', 7, 7), ('Term', 32, 32), ('Term', 12, 12), ('Term', 4, 4)}","['corruptie', 'belemmeren van de rechtsgang', 'misdaad', 'opbrengsten', 'verduistering', 'handelen', 'witwassen']"
"['Aan', 'de', 'verdragsluitende', 'staten', 'wordt', 'aanbevolen', 'om', 'de', 'nodige', 'maatregelen', 'te', 'treffen', 'om', ':', 'rechtspersonen', 'aansprakelijk', 'te', 'kunnen', 'stellen', ';', 'het', 'bevriezen', ',', 'in', 'beslag', 'nemen', 'en', 'verbeurdverklaren', 'mogelijk', 'te', 'maken', ';', 'getuigen', ',', 'deskundigen', 'en', 'slachtoffers', 'te', 'beschermen', ';', 'klokkenluiders', 'te', 'beschermen', ';', 'de', 'gevolgen', 'van', 'daden', 'van', 'corruptie', 'aan', 'te', 'pakken', ';', 'ervoor', 'te', 'zorgen', 'dat', 'entiteiten', 'of', 'personen', 'die', 'schade', 'hebben', 'geleden', 'ten', 'gevolge', 'van', 'een', 'daad', 'van', 'corruptie', ',', 'het', 'recht', 'hebben', 'om', 'gerechtelijke', 'stappen', 'te', 'ondernemen', 'om', 'een', 'schadevergoeding', 'te', 'eisen', ';', 'een', 'instantie', 'of', 'instanties', 'op', 'te', 'richten', 'of', 'personen', 'aan', 'te', 'stellen', ',', 'die', 'gespecialiseerd', 'zijn', 'in', 'de', 'bestrijding', 'van', 'corruptie', 'via', 'rechtshandhaving', ';', 'de', 'samenwerking', 'met', 'rechtshandhavingsinstanties', 'aan', 'te', 'moedigen', ';', 'de', 'samenwerking', 'tussen', 'nationale', 'autoriteiten', 'en', 'met', 'de', 'privésector', 'aan', 'te', 'moedigen', ';', 'hindernissen', 'te', 'overwinnen', ',', 'die', 'uit', 'de', 'toepassing', 'van', 'bankgeheimwetten', 'kunnen', 'voortvloeien', ';', 'de', 'eerdere', 'veroordelingen', 'van', 'een', 'vermeende', 'overtreder', 'in', 'een', 'ander', 'land', 'in', 'aanmerking', 'te', 'kunnen', 'nemen', 'bij', 'strafvorderingen', ';', 'hun', 'rechtsbevoegdheid', 'voor', 'inbreuken', 'die', 'op', 'hun', 'grondgebied', 'of', 'tegen', 'hen', 'of', 'begaan', 'door', 'één', 'van', 'hun', 'ingezetenen', ',', 'enz.', 'vast', 'te', 'leggen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'I-Term', 'I-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'I-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 27, 27), ('Term', 15, 15), ('Term', 49, 49), ('Term', 83, 83), ('Term', 109, 109), ('Term', 147, 147), ('Term', 151, 151), ('Term', 165, 165), ('Term', 14, 14), ('Term', 36, 36), ('Term', 40, 40), ('Term', 32, 32), ('Term', 23, 25), ('Term', 69, 71), ('Term', 74, 74), ('Term', 114, 114), ('Term', 162, 162), ('Term', 21, 21), ('Term', 77, 77), ('Term', 123, 123), ('Term', 127, 127), ('Term', 141, 141), ('Term', 167, 167), ('Term', 105, 107)}","['verbeurdverklaren', 'aansprakelijk', 'corruptie', 'schadevergoeding', 'rechtshandhaving', 'veroordelingen', 'overtreder', 'rechtsbevoegdheid', 'rechtspersonen', 'slachtoffers', 'klokkenluiders', 'getuigen', 'in beslag nemen', 'daad van corruptie', 'recht', 'rechtshandhavingsinstanties', 'strafvorderingen', 'bevriezen', 'gerechtelijke', 'autoriteiten', 'privésector', 'bankgeheimwetten', 'inbreuken', 'bestrijding van corruptie']"
