words,labels,entities,term_list
"['We', 'bekijken', 'in', 'dit', 'hoofdstuk', 'ook', 'de', 'huidige', 'stand', 'van', 'zaken', 'op', 'het', 'gebied', 'van', 'windenergie', 'in', 'Vlaanderen', ',', 'aangevuld', 'met', 'de', 'belangrijkste', 'voor-', 'en', 'nadelen', 'van', 'deze', 'techniek', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 15, 15), ('Term', 28, 28)}","['windenergie', 'techniek']"
"['Er', 'wordt', 'ook', 'dieper', 'ingegaan', 'op', 'het', 'juridisch', 'kader', 'rond', 'kleinschalige', 'windenergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 10, 11)}",['kleinschalige windenergie']
"['In', 'hoofdstuk', 'vier', 'start', 'het', 'effectieve', 'onderzoek', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['In', 'dit', 'hoofdstuk', 'onderzoeken', 'we', 'de', 'energieopbrengst', 'van', 'kleine', 'windturbines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 6, 6), ('Term', 8, 9)}","['energieopbrengst', 'kleine windturbines']"
"['Omdat', 'hier', 'controverse', 'over', 'bestaat', ',', 'wordt', 'er', 'veel', 'aandacht', 'besteed', 'aan', 'dit', 'onderdeel', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['In', 'dit', 'hoofdstuk', 'benaderen', 'we', 'de', 'energieopbrengst', 'op', 'een', 'theoretische', 'manier', 'om', 'objectiviteit', 'te', 'garanderen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6)}",['energieopbrengst']
"['Hoofdstuk', 'vijf', 'koppelt', 'de', 'resultaten', 'uit', 'hoofdstuk', 'vier', 'aan', 'de', 'praktijk', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Aan', 'de', 'hand', 'van', 'resultaten', 'afkomstig', 'van', 'testvelden', 'in', 'Europa', 'wordt', 'hier', 'de', 'energieopbrengst', 'verder', 'onderzocht', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 13, 13)}",['energieopbrengst']
"['Dit', 'hoofdstuk', 'tracht', 'tevens', 'een', 'beter', 'beeld', 'te', 'geven', 'van', 'de', 'huidige', 'markt', 'wat', 'betreft', 'kleine', 'windturbines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 15, 16)}",['kleine windturbines']
"['Ook', 'analyseren', 'we', 'hier', 'de', 'transparantie', 'van', 'deze', 'markt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Hoofdstuk', 'zes', 'behandelt', 'de', 'kosten', 'en', 'baten', 'van', 'kleine', 'windturbines', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 8, 9)}",['kleine windturbines']
"['We', 'bespreken', 'hier', 'eerst', 'de', 'verschillende', 'kosten', 'die', 'gepaard', 'gaan', 'bij', 'de', 'aanschaf', 'en', 'eventueel', 'onderhoud', 'van', 'een', 'kleine', 'windturbine', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 18, 19)}",['kleine windturbine']
"['Vervolgens', 'lichten', 'we', 'de', 'relevante', 'kosten', 'toe', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Ten', 'slotte', 'gaan', 'we', 'dieper', 'in', 'op', 'de', 'steunmaatregelen', 'voor', 'zowel', 'particulieren', 'als', 'bedrijven', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['De', 'effectieve', 'economische', 'analyse', 'vindt', 'plaats', 'in', 'hoofdstuk', 'zeven', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['We', 'gebruiken', 'hierbij', 'ons', 'theoretisch', 'model', 'uit', 'hoofdstuk', 'vier', 'voor', 'de', 'bepaling', 'van', 'de', 'energieopbrengst', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 14, 14)}",['energieopbrengst']
"['Dit', 'wordt', 'vervolgens', 'gekoppeld', 'aan', 'de', 'kosten', ',', 'baten', 'en', 'steunmaatregelen', 'uit', 'hoofdstuk', 'zes', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['We', 'onderzoeken', 'hier', 'de', 'rendabiliteit', 'van', 'kleinschalige', 'windenergie', 'in', 'Vlaanderen', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'IN-Term', 'O', 'O', 'O']","{('Term', 6, 7), ('Term', 4, 4)}","['kleinschalige windenergie', 'rendabiliteit']"
"['Dit', 'doen', 'we', 'zowel', 'voor', 'particulieren', 'als', 'bedrijven', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Het', 'afsluitende', 'hoofdstuk', ',', 'hoofdstuk', 'acht', ',', 'omvat', 'het', 'algemene', 'besluit', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['In', 'de', 'conclusies', 'worden', 'de', 'resultaten', 'betreffende', 'de', 'centrale', 'onderzoeksvraag', 'besproken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Voorts', 'worden', 'er', 'enkele', 'aanbevelingen', 'en', 'ideeën', 'voor', 'verder', 'onderzoek', 'voorgesteld', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Hoofdstuk', '1', ':', 'Inleiding']","['O', 'O', 'O', 'O']",set(),[]
"['De', 'exponentiële', 'bevolkingsgroei', 'heeft', 'als', 'gevolg', 'dat', 'de', 'vraag', 'naar', 'energie', 'steeds', 'groter', 'wordt', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 10, 10)}",['energie']
"['Op', 'dit', 'moment', 'bedraagt', 'het', 'wereldwijde', 'energieverbruik', 'meer', 'dan', '15', 'terawatt', '(', 'Carr', ',', '2008', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 10, 10), ('Term', 6, 6)}","['terawatt', 'energieverbruik']"
"['Men', 'verwacht', 'dat', 'dit', 'cijfer', 'tegen', '2030', 'verdubbeld', 'zal', 'zijn', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Om', 'aan', 'deze', 'energievraag', 'te', 'kunnen', 'blijven', 'voldoen', ',', 'moet', 'er', 'naar', 'duurzame', 'oplossingen', 'worden', 'gezocht', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 12, 12)}","['energievraag', 'duurzame']"
"['Volgens', 'de', 'statistical', 'review', 'of', 'World', 'energy', '2009', 'wordt', 'op', 'dit', 'moment', '85', '%', 'van', 'alle', 'energie', 'gehaald', 'uit', 'fossiele', 'brandstoffen', 'zoals', 'steenkool', ',', 'aardgas', 'en', 'aardolie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'BN-Term', 'I-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 26, 26), ('Term', 22, 22), ('Term', 19, 20), ('Term', 16, 16), ('Term', 24, 24)}","['aardolie', 'steenkool', 'fossiele brandstoffen', 'energie', 'aardgas']"
"['Het', 'probleem', 'hierbij', 'is', 'echter', 'dat', 'deze', 'energiebronnen', 'uitgeput', 'geraken', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 7, 7)}",['energiebronnen']
"['Daarbij', 'zijn', 'ze', 'ook', 'nog', 'eens', 'zeer', 'milieubelastend', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 7, 7)}",['milieubelastend']
"['Om', 'deze', 'redenen', 'is', 'men', 'steeds', 'meer', 'genoodzaakt', 'om', 'op', 'zoek', 'te', 'gaan', 'naar', 'alternatieve', 'energiebronnen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'IN-Term', 'O']","{('Term', 14, 15)}",['alternatieve energiebronnen']
"['De', 'meest', 'bekende', 'vormen', 'van', 'duurzame', 'energiebronnen', 'zijn', ':', 'windenergie', ',', 'zonne-energie', ',', 'bio-energie', 'en', 'energie', 'uit', 'water', '.']","['O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O']","{('Term', 11, 11), ('Term', 13, 13), ('Term', 9, 9), ('Term', 15, 15), ('Term', 5, 6)}","['zonne-energie', 'bio-energie', 'windenergie', 'energie', 'duurzame energiebronnen']"
"['Ook', 'in', 'België', 'is', 'er', 'dringend', 'nood', 'aan', 'investeringen', 'in', 'groene', 'energie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 10, 11)}",['groene energie']
"['Meer', 'nog', ',', 'België', 'scoort', 'opmerkelijk', 'slecht', 'op', 'het', 'gebied', 'van', 'duurzame', 'energie', 'in', 'vergelijking', 'met', 'zijn', 'omliggende', 'landen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 11, 12)}",['duurzame energie']
"['Het', 'stond', 'in', '2007', 'onderaan', 'de', 'lijst', 'van', 'de', '27', 'EU-landen', 'met', 'een', 'aandeel', 'groene', 'energie', 'van', 'slechts', '4,2', '%', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 14, 15)}",['groene energie']
"['De', 'doelstellingen', 'die', 'uitgaan', 'van', 'het', 'EU-klimaatplan', 'stellen', 'dat', 'in', '2010', 'België', 'een', 'aandeel', 'van', '6', '%', 'moet', 'halen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6)}",['EU-klimaatplan']
"['Tegen', '2020', 'zou', 'dit', 'aandeel', 'moeten', 'worden', 'opgevoerd', 'tot', '13', '%', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Deze', 'gegevens', 'werden', 'bekend', 'gemaakt', 'in', 'het', 'Milieurapport', 'Vlaanderen', 'in', '2007', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Men', 'kan', 'dus', 'stellen', 'dat', 'België', 'nog', 'heel', 'wat', 'werk', 'voor', 'de', 'boeg', 'heeft', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Windenergie', 'kan', 'een', 'zeer', 'belangrijke', 'rol', 'spelen', 'in', 'de', 'omschakeling', 'naar', 'een', 'groen', 'energiebeleid', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O']","{('Term', 0, 0), ('Term', 12, 13)}","['Windenergie', 'groen energiebeleid']"
"['Om', 'energie', 'uit', 'wind', 'te', 'halen', ',', 'heb', 'je', 'geen', 'fossiele', 'brandstof', 'nodig', ',', 'en', 'stoot', 'je', 'dus', 'ook', 'geen', 'schadelijke', 'gassen', 'uit', '.']","['O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'IN-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 3), ('Term', 10, 11), ('Term', 1, 1)}","['wind', 'fossiele brandstof', 'energie']"
"['Windmolens', 'kunnen', 'dus', 'een', 'belangrijke', 'bijdrage', 'leveren', 'aan', 'de', 'vermindering', 'van', 'de', 'CO²-uitstoot', 'en', 'het', 'broeikaseffect', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O']","{('Term', 12, 12), ('Term', 15, 15), ('Term', 0, 0)}","['CO²-uitstoot', 'broeikaseffect', 'Windmolens']"
"['Het', 'is', 'tevens', 'een', 'zeer', 'betrouwbare', 'energiebron', 'en', 'levert', 'een', 'zichtbaar', 'bewijs', 'van', 'duurzaam', 'ondernemen', 'en', 'maatschappelijke', 'betrokkenheid', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 13, 13)}","['energiebron', 'duurzaam']"
"['In', 'het', 'tweede', 'volume', 'van', 'Wind', 'Energy', '-', 'The', 'Facts', 'werd', 'er', 'onderzoek', 'gedaan', 'naar', 'de', 'kosten', 'en', 'prijzen', 'van', 'windenergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 20, 20)}",['windenergie']
"['De', 'kostprijs', 'van', 'windenergie', 'is', 'de', 'laatste', 'jaren', 'sterk', 'gedaald', 'en', 'daalt', 'nog', 'steeds', 'door', 'technologische', 'ontwikkelingen', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O']","{('Term', 3, 3), ('Term', 15, 15)}","['windenergie', 'technologische']"
"['Men', 'verwacht', 'dat', 'deze', 'trend', 'zich', 'ook', 'in', 'de', 'toekomst', 'verder', 'zet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['De', 'kostprijs', 'ligt', 'echter', 'nog', 'steeds', 'hoger', 'dan', 'deze', 'bij', 'fossiele', 'brandstoffen', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'BN-Term', 'I-Term', 'O']","{('Term', 10, 11)}",['fossiele brandstoffen']
"['Andere', 'welbekende', 'nadelen', 'van', 'windmolens', 'zijn', 'horizonvervuiling', 'en', 'geluidshinder', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 4, 4), ('Term', 8, 8)}","['horizonvervuiling', 'windmolens', 'geluidshinder']"
"['Wereldwijd', 'bedraagt', 'het', 'potentieel', 'aan', 'windenergie', '72', 'terawatt', ',', 'ofwel', '5', 'keer', 'zoveel', 'als', 'het', 'globale', 'energieverbruik', '(', 'Archer', ',', '2005', ')', '.']","['O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 5, 5), ('Term', 7, 7), ('Term', 16, 16)}","['windenergie', 'terawatt', 'energieverbruik']"
"['Het', 'overgrote', 'deel', 'van', 'dit', 'potentieel', 'blijft', 'voorlopig', 'echter', 'onbenut', ',', 'zowel', 'in', 'België', 'als', 'wereldwijd', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Hoofdstuk', '2', ':', 'Probleemstelling']","['O', 'O', 'O', 'O']",set(),[]
"['De', 'toepassingen', 'van', 'windenergie', 'kunnen', 'worden', 'opgedeeld', 'in', 'twee', 'categorieën', '.']","['O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 3, 3)}",['windenergie']
"['De', 'eerste', 'categorie', 'omvat', 'alle', 'toepassingen', 'en', 'projecten', 'op', 'grote', 'schaal', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['Hierbij', 'denken', 'we', 'voornamelijk', 'aan', 'grote', 'windmolenparken', 'die', 'instaan', 'voor', 'de', 'stroomopwekking', 'van', 'een', 'hele', 'groep', 'huishoudens', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O']","{('Term', 6, 6), ('Term', 11, 11)}","['windmolenparken', 'stroomopwekking']"
"['Daartegenover', 'staan', 'de', 'kleinschalige', 'windmolens', '.']","['O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 4, 4)}",['windmolens']
"['Kleine', 'windturbines', 'zijn', 'turbines', 'met', 'een', 'tiphoogte', 'tot', 'maximaal', '15', 'meter', 'en', 'een', 'relatief', 'klein', 'vermogen', '.']","['B-Term', 'IN-Term', 'O', 'B-Term', 'O', 'O', 'B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 6, 6), ('Term', 3, 3), ('Term', 15, 15), ('Term', 0, 1)}","['tiphoogte', 'turbines', 'vermogen', 'Kleine windturbines']"
"['Ze', 'zijn', 'bedoeld', 'voor', 'particulieren', 'in', 'de', 'buurt', 'van', 'of', 'in', 'stedelijke', 'gebieden', ',', 'maar', 'ze', 'kunnen', 'in', 'principe', 'op', 'iedere', 'locatie', 'geplaatst', 'worden', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",set(),[]
"['In', 'deze', 'eindverhandeling', 'zal', 'verder', 'worden', 'ingegaan', 'op', 'deze', 'kleinschalige', 'toepassingen', 'van', 'windenergie', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O']","{('Term', 12, 12)}",['windenergie']
"['Windenergie', 'kan', 'dus', 'een', 'belangrijke', 'rol', 'spelen', 'in', 'onze', 'zoektocht', 'naar', 'een', 'groen', 'en', 'duurzaam', 'energiebeleid', '.']","['B-Term', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Term', 'O', 'B-Term', 'B-Term', 'O']","{('Term', 14, 14), ('Term', 12, 12), ('Term', 15, 15), ('Term', 0, 0)}","['duurzaam', 'groen', 'energiebeleid', 'Windenergie']"
